apartment_type,bedroom,bathroom,toilet,location,price
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Old Ikoyi, Ikoyi, Lagos",7500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Pinnock Beach Estate, Osapa, Lekki, Lagos",4000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Chevron, Lekki, Lagos",21600000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  No 31 Glory Land Estate Beside Catholic Church Gra, Abijo, Lekki, Lagos",1100000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Chevy View Estate, Chevron Drive, Lekki, Lagos",3500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Container, Awoyaya, Ibeju Lekki, Lagos",1000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Oni Malu, Awoyaya, Ibeju Lekki, Lagos",550000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  By Blenco Supermarket, Olokonla, Ajah, Lagos",2000000
4 bedroom flat / apartment for rent,4.0,5.0,5.0,"  Meadow View Estate, Ogombo, Ajah, Lagos",2500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Whitesand Estate, Ologolo, Lekki, Lagos",4000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Rhs, Lekki Phase 1, Lekki, Lagos",6000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Ado Road, Ajah, Lagos",750000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",450000
3 bedroom flat / apartment for rent,3.0,2.0,3.0,"  Off Allen Alade Market, Allen, Ikeja, Lagos",2500000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Off Toyin Street, Ikeja, Lagos",2500000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Ikoyi, Lagos",4500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Una Supermarke Awoyaya Ibeju Lekki Lagos State., Ibeju Lekki, Lagos",650000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikota, Lekki, Lagos",2000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikota, Lekki, Lagos",3000000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",450000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Orchid Road, Lekki, Lagos",1500000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Orchid Road, Lekki, Lagos",1700000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Molete, Ibeju Lekki, Lagos",400000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Victoria Island (VI), Lagos",8500000
1 bedroom flat / apartment for rent,1.0,1.0,2.0,"  Igando, Ikotun, Lagos",350000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Lekki Phase 1, Lekki, Lagos",10000000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Oniru, Victoria Island (VI), Lagos",8000000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Ikate, Lekki, Lagos",7000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Ikoyi, Lagos",6500000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",450000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",600000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Immediately After Lagos Business School, Ajah, Lagos",2200000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",750000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Off Mobile Road, Ilaje, Ajah, Lagos",1500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Off Freedomway, Lekki Phase 1, Lekki, Lagos",9000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Joe Iteh Street, Ogombo, Ajah, Lagos",1200000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Obawole, Fagba, Agege, Lagos",1300000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Thomas Estate., Ajiwe, Ajah, Lagos",1200000
1 bedroom flat / apartment for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",400000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Oniru, Victoria Island (VI), Lagos",5000000
1 bedroom mini flat (room and parlour) for rent,1.0,2.0,2.0,"  Alausa, Ikeja, Lagos",1200000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Pedro, Gbagada, Lagos",1200000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Chevron Drive, Lekki Lagos, Idado, Lekki, Lagos",2500000
1 bedroom mini flat (room and parlour) for rent,1.0,2.0,2.0,"  Ajah, Lagos",1300000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Greenville Estate, Badore, Ajah, Lagos",2000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Road 2, Abijo, Lekki, Lagos",1400000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Alausa, Ikeja, Lagos",1100000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Phase 1, Lekki, Lagos",9000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki County, Ikota, Lekki, Lagos",3500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Orchid Road Before Round About, Lekki, Lagos",2200000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Banana Island, Ikoyi, Lagos",20000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Scheme 2 Estate By Abram Adesanya, Ajah, Lagos",2500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Western Forshore Estate Extension, Osapa, Lekki, Lagos",2500000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Victoria Bay Estate, Orchid, Lekki, Lagos",950000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Haruna, Ogba, Ikeja, Lagos",900000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Off Kusenla Road, Ikate, Lekki, Lagos",1000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Lakowe, Ibeju Lekki, Lagos",600000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Scheme 2, Ajah, Lagos",650000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Ikoyi, Lagos",6000000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",350000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Chevron Conservation Estate, Lekki, Lagos",1000000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Badore, Ajah, Lagos",400000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Akiness, Ado, Ajah, Lagos",1000000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Gregs Court,opposite Mega 1, Lekki, Lagos",900000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Gregs Court, Opposite Mega 1,orchid Road, Lekki, Lagos",1700000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Parkview, Ikoyi, Lagos",5000000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Cheviview Estate, Chevron Drive, Lekki, Lagos",1600000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Cheviview Estate, Chevron Drive, Lekki, Lagos",1300000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ojodu, Lagos",1800000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Off Banana Island Road, Ikoyi, Lagos",6500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Igbo Efon, Lekki, Lagos",1400000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikoyi, Lagos",10000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Victoria Island (VI), Lagos",9000000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Osborne, Ikoyi, Lagos",9000000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Ibeju Lekki, Lagos",750000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Zina Estate , Addo Road, Ado, Ajah, Lagos",1600000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ogba, Ikeja, Lagos",1500000
5 bedroom flat / apartment for rent,5.0,5.0,6.0,"  GRA Phase 2, Magodo, Lagos",8000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Maryland, Lagos",3500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  GRA Phase 2, Magodo, Lagos",3000000
1 bedroom mini flat (room and parlour) for rent,1.0,2.0,2.0,"  Sangotedo, Ajah, Lagos",1000000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Parkview, Ikoyi, Lagos",4000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikate, Lekki, Lagos",4500000
4 bedroom flat / apartment for rent,4.0,4.0,5.0,"  Ikate, Lekki, Lagos",10000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  K Farm Estate, Ogba, Ikeja, Lagos",1500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Adegbose Estate, Ebute, Ikorodu, Lagos",900000
1 bedroom flat / apartment for rent,1.0,1.0,1.0,"  Governor Road, Ikotun, Lagos",450000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Oniru, Victoria Island (VI), Lagos",6000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Phase 1, Lekki, Lagos",6500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Lekki Phase 1, Lekki, Lagos",5000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Victoria Island (VI), Lagos",10000000
4 bedroom flat / apartment for rent,4.0,4.0,5.0,"  Eleganza, Johnny Estate, Lekki, Lagos",6000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Ogba, Ifako-Ijaiye, Lagos",1500000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Osapa London Estate, Lekki, Lagos",600000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Phase 1, Lekki, Lagos",6000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Lekki Phase One, Lekki, Lagos",2300000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Oral Estate, Lekki, Lagos",1500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Orchid Road, Lekki, Lagos",2500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Chevron Second Toll Gate, Lekki, Lagos",2500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Ikate Elegushi, Lekki, Lagos",5500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Hopevile Estate, Sangotedo, Ajah, Lagos",1800000
3 bedroom flat / apartment for rent,3.0,4.0,3.0,"  Off Admiralty Way, Lagos, Lekki Phase 1, Lekki, Lagos",8500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Phase 1, Gbagada, Lagos",3500000
Flat / apartment for rent,1.0,1.0,1.0,"  Gracefield Court, Orchid Road Eleganza Bustop, Lekki Phase 2, Lekki, Lagos",1500000
4 bedroom flat / apartment for rent,4.0,4.0,5.0,"  Ikate, Lekki, Lagos",6000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Right Side, Lekki Phase 1, Lekki, Lagos",5000000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Ikate, Lekki, Lagos",4000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Ogba, Ikeja, Lagos",800000
1 bedroom flat / apartment for rent,1.0,1.0,2.0,"  Salem, Lekki, Lagos",2100000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikate Elegushi, Lekki, Lagos",7000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Barksia Street, Pennisula Garden Estate, Sangotedo, Ajah, Lagos",1800000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Maruwa Axis, Lekki, Lagos",4000000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  24 Gbangbala Street, Lekki Phase 1, Lekki, Lagos",1500000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Iwaya, Yaba, Lagos",800000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Sangotedo, Ajah, Lagos",2000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Sangotedo, Ajah, Lagos",5400000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Victoria Island Extension, Victoria Island (VI), Lagos",15000000
Self contain (single rooms) for rent,1.0,1.0,2.0,"  Along Mobil Road, Oba Elegushi Housing, Ilaje, Ajah, Lagos",500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikate, Lekki, Lagos",6000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Off Freedom Way, Ikate Elegushi, Lekki, Lagos",5000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Phase 1, Lekki, Lagos",7000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ologolo, Lekki, Lagos",2500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Victoria Island (VI), Lagos",7000000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Ipaye Close, Off Bode Thomas Street, By Babs Animashaun Road, Animashaun, Surulere, Lagos",2000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Spg Road, Ologolo, Lekki, Lagos",3000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Victoria Island (VI), Lagos",10000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Off Ladoke Akintola, Ikeja GRA, Ikeja, Lagos",10500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki, Lagos",5000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Off White Sand School, Ikate, Lekki, Lagos",5500000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Lekki Palm City Estate, Ajah, Lagos",3000000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Jedmond Estate, Behind Potland School, Lekki, Lagos",950000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Oral Estate, Eleganza, 2nd Toll Gate, Close To Orchid., Lekki Phase 2, Lekki, Lagos",3000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Badore, Ajah, Lagos",1400000
2 bedroom flat / apartment for rent,2.0,2.0,2.0,"  Lagoshoms, Sangotedo, Ajah, Lagos",1200000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Banana Island, Ikoyi, Lagos",25000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Harrison Drive, VGC, Lekki, Lagos",1500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Chevron Second Toll Gate, Lekki, Lagos",3000000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Thomas Estate, Ajah, Lagos",1500000
3 bedroom flat / apartment for rent,3.0,4.0,5.0,"  Anthony Garden City, Anthony, Maryland, Lagos",15000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Ogudu, Lagos",1300000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Ogudu, Lagos",500000
Self contain (single rooms) for rent,1.0,2.0,1.0,"  Ademola Adetokunbo, Victoria Island (VI), Lagos",2300000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Orchid Road, Lekki, Lagos",1700000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Osapa London, Lekki, Lagos",2500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Banana Island, Ikoyi, Lagos",25000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Oniru, Victoria Island (VI), Lagos",6000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Old Ikoyi, Ikoyi, Lagos",8500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Novabase Estate, Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",3500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ogba, Ikeja, Lagos",1500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Boys Town, Ipaja, Lagos",1000000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Via Marwa Bus Stop, Close To Lagoon School, Lekki Phase 1, Lekki, Lagos",5500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Chief Rotimi Williams Estate Kay Farm Obawole Ifako Ijaye Lga, Ogba, Ikeja, Lagos",1100000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Osapa London, Osapa, Lekki, Lagos",3200000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Osapa London, Osapa, Lekki, Lagos",3800000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Ikeja GRA, Ikeja, Lagos",10000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikota Villa Estate, Ikota, Lekki, Lagos",2200000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Ilasan, Ikate Elegushi, Lekki, Lagos",1500000
3 bedroom flat / apartment for rent,3.0,2.0,4.0,"  Banana Estate, Ikoyi, Lagos",15000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ogidan, Sangotedo, Ajah, Lagos",1600000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Oke Ira, Ogba, Ikeja, Lagos",500000
1 bedroom flat / apartment for rent,1.0,1.0,2.0,"  Ikoyi, Lagos",3500000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Abraham Adesunya, Ajah, Lagos",2300000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Lekki Phase 1, Lekki, Lagos",6500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Olokonla, Ajah, Lagos",750000
4 bedroom flat / apartment for rent,4.0,4.0,5.0,"  Ikoyi, Lagos",15000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikoyi, Lagos",10000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Phase 1, Lekki, Lagos",8500000
4 bedroom flat / apartment for rent,4.0,4.0,5.0,"  Banana Island, Ikoyi, Lagos",48000000
1 bedroom mini flat (room and parlour) for rent,1.0,2.0,5.0,"  Gafari Street, Ogudu, Lagos",900000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Parkview, Ikoyi, Lagos",7000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Oniru, Victoria Island (VI), Lagos",4000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Old Ikoyi, Ikoyi, Lagos",15000000
3 bedroom flat / apartment for rent,3.0,3.0,3.0,"  Lekki Phase 1, Lekki, Lagos",9000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Orchid, Lekki, Lagos",4000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikate, Lekki, Lagos",5000000
1 bedroom mini flat (room and parlour) for rent,1.0,2.0,2.0,"  Olatilewa Street ,off Olufemi Road, Ogunlana, Surulere, Lagos",950000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Banana Island, Ikoyi, Lagos",12000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Alagomeji, Yaba, Lagos",1500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Off Shoprite Road, Osapa London, Osapa, Lekki, Lagos",2800000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Phase 1, Lekki, Lagos",6000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Lekki Phase 1, Lekki, Lagos",3000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Parkview Estate, Ikoyi, Lagos",8000000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Lekki Conservation Rd,opposite Chevron, Lekki, Lagos",900000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Chevron Alternative, Lekki, Lagos",2200000
4 bedroom flat / apartment for rent,4.0,4.0,5.0,"  Old Ikoyi, Ikoyi, Lagos",35000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Off Bourdillon, Old Ikoyi, Ikoyi, Lagos",12000000
3 bedroom flat / apartment for rent,3.0,4.0,5.0,"  Off Issac John Street, Ikeja GRA, Ikeja, Lagos",7500000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Good Saints Estate At Total By Tere Annex, Lekki Phase 2, Lekki, Lagos",1500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Close To Greenland Estate, Olokonla, Ajah, Lagos",1800000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Ogudu, Lagos",3500000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Megamoud Extension, Ilaje, Ajah, Lagos",3000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Valley View Estates, Ebute, Ikorodu, Lagos",750000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Greenland Estate, Ogombo, Ajah, Lagos",1800000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Parkview, Ikoyi, Lagos",8000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Parkview, Ikoyi, Lagos",9000000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,2.0,"  Aboru, Iyana Ipaja, Ipaja, Lagos",500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Abule Egba, Agege, Lagos",1500000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Lekki Phase 1, Lekki, Lagos",1300000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Igando, Ikotun, Lagos",700000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Egbeda, Alimosho, Lagos",1000000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Egbeda, Alimosho, Lagos",800000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Green Vile Estate, Badore, Ajah, Lagos",850000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Osapa, Lekki, Lagos",5500000
1 bedroom mini flat (room and parlour) for rent,1.0,1.0,1.0,"  Green Vile Estate, Badore, Ajah, Lagos",600000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Off Adeola Odeku, Victoria Island (VI), Lagos",15000000
2 bedroom flat / apartment for rent,2.0,3.0,3.0,"  Megamound Estate, Ikota, Lekki, Lagos",3000000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Carlton Gate Estate Chevron, Lekki, Lagos",3500000
3 bedroom flat / apartment for rent,3.0,4.0,4.0,"  Ogudu, Lagos",3500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Alagomeji, Yaba, Lagos, Alagomeji, Yaba, Lagos",2500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Lagos Business School, Ajah, Lagos",1700000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Lekki Phase 1, Lekki, Lagos",8500000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Lagos Business School Ajah, Lekki, Lagos",1250000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Immediately After Lagos Business School, Ajah, Lagos",2200000
1 bedroom flat / apartment for rent,1.0,1.0,2.0,"  Riverston Estate, Orchid Road, Lekki, Lagos",1650000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Ikota Villa Estate, Lekki, Lagos",2200000
3 bedroom flat / apartment for rent,3.0,3.0,4.0,"  Orchid Road, Lekki, Lagos",2600000
Self contain (single rooms) for rent,1.0,1.0,1.0,"  Easy Link To Herbert Macaulay And Iyana Oworo Expressway, Yaba, Lagos",700000
2 bedroom flat / apartment for rent,2.0,2.0,3.0,"  Ikota, Ikota, Lekki, Lagos",3000000
Self contain (single rooms) for rent,1.0,2.0,1.0,"  Ojodu Abiodun, Ojodu, Lagos",550000
